start
2,26
2,34
2,42
2,50
2,58
2,66
2,74
2,82
2,90
2,98
2,106
2,114
2,122
2,130
2,138
2,146
2,154
2,162
2,170
2,178
2,186
2,194
2,202
2,210
2,218
2,226
2,234
10,34
10,42
10,50
10,58
10,66
10,74
10,82
10,90
10,98
10,106
10,114
10,122
10,130
10,138
10,146
10,154
10,162
10,170
10,178
10,186
10,194
10,202
10,210
10,218
10,226
10,234
18,34
18,42
18,50
18,58
18,66
18,74
18,82
18,90
18,98
18,106
18,114
18,122
18,130
18,138
18,146
18,154
18,162
18,170
18,178
18,186
18,194
18,202
18,210
18,218
18,226
18,234
26,42
26,50
26,58
26,66
26,74
26,82
26,90
26,98
26,106
26,114
26,122
26,130
26,138
26,146
26,154
26,162
26,170
26,178
26,186
26,194
26,202
26,210
26,218
26,226
26,234
34,42
34,50
34,58
34,66
34,74
34,82
34,90
34,98
34,106
34,114
34,122
34,130
34,138
34,146
34,154
34,162
34,170
34,178
34,186
34,194
34,202
34,210
34,218
42,42
42,50
42,58
42,66
42,74
42,82
42,90
42,98
42,106
42,114
42,122
42,130
42,138
42,146
42,154
42,234
50,42
50,50
50,58
50,66
50,74
50,226
50,234
58,42
58,162
58,170
58,178
58,186
58,194
58,202
58,210
58,226
58,234
66,42
66,138
66,146
66,154
66,162
66,170
66,178
66,186
66,194
66,202
66,210
66,218
66,226
66,234
74,42
74,138
74,146
74,154
74,162
74,170
74,178
74,186
74,194
74,202
74,210
74,218
74,226
74,234
82,42
82,138
82,146
82,154
82,162
82,170
82,178
82,186
82,194
82,202
82,210
82,218
82,226
82,234
90,42
90,138
90,146
90,154
90,162
90,170
90,178
90,186
90,194
90,202
90,210
90,218
90,226
90,234
98,34
98,42
98,186
98,194
98,202
98,210
98,218
98,226
98,234
106,34
106,42
106,186
106,194
106,202
106,210
106,218
106,226
106,234
114,34
114,42
114,90
114,98
114,106
114,114
114,122
114,130
114,146
114,154
114,162
114,178
114,218
114,226
114,234
122,42
122,74
122,82
122,90
122,194
122,210
122,218
122,226
122,234
130,50
130,74
130,82
130,194
130,202
130,226
130,234
138,66
138,74
138,82
138,122
138,178
138,202
138,226
138,234
146,58
146,66
146,74
146,210
146,226
146,234
154,50
154,58
154,66
154,74
154,82
154,170
154,194
154,210
154,234
162,50
162,58
162,66
162,74
162,82
162,162
162,170
162,194
162,234
170,58
170,66
170,74
170,82
170,122
170,170
170,210
170,218
170,234
178,58
178,66
178,74
178,82
178,130
178,202
178,210
178,234
186,66
186,74
186,82
186,90
186,130
186,178
186,194
186,202
186,210
186,234
194,66
194,74
194,82
194,194
194,202
194,234
202,74
202,82
202,90
202,98
202,106
202,114
202,178
202,226
202,234
210,74
210,82
210,90
210,98
210,106
210,114
210,122
210,130
210,146
210,202
210,218
210,226
210,234
218,106
218,210
218,218
218,226
218,234
226,210
226,218
226,226
226,234
234,74
234,218
234,226
234,234
242,74
242,218
242,226
242,234
250,218
250,226
250,234
258,18
258,218
258,226
258,234
266,74
266,98
266,226
266,234
274,226
274,234
282,178
282,226
282,234
290,98
290,170
290,178
290,186
290,202
290,210
290,218
290,226
290,234
298,106
298,178
298,186
298,202
298,210
298,218
298,226
298,234
306,170
306,178
306,186
306,202
306,210
306,218
306,234
314,202
314,210
314,218
end
